shipment_id,order_id,supplier_id,warehouse_id,product_id,shipped_date,delivered_date,shipment_status,carrier,shipped_qty
SH00020351,O0007781,S0062,W01,P00135,2025-11-21,2025-11-29,delivered,FedEx,9
SH00020352,O0012601,S0151,W05,P00255,2025-09-05,2025-10-03,delivered,USPS,3
SH00020353,O0012716,S0172,W04,P00675,2025-10-17,2025-10-21,delivered,FedEx,16
SH00020354,O0009130,S0199,W04,P00129,2026-01-30,2026-02-11,delivered,DHL,4
SH00020355,O0010091,S0024,W02,P00604,2026-01-01,2026-01-31,delayed,DHL,13
SH00020356,O0010822,S0174,W03,P00367,2025-11-25,2025-12-13,delivered,DHL,5
SH00020357,O0000007,S0191,W04,P00436,2025-12-07,2025-12-13,delivered,USPS,28
SH00020358,O0011456,S0083,W01,P00360,2025-12-09,,in_transit,USPS,16
SH00020359,O0019980,S0047,W01,P00613,2026-02-03,2026-02-24,delivered,UPS,9
SH00020360,O0008137,S0159,W08,P00213,2025-08-20,2025-09-14,delivered,FedEx,25
SH00020361,O0015083,S0121,W01,P00198,2025-10-06,2025-10-20,delivered,UPS,10
SH00020362,O0013910,S0171,W06,P00015,2025-09-01,2025-09-18,delayed,Maersk,13
SH00020363,O0004467,S0115,W03,P00104,2026-02-04,2026-02-14,delivered,XPO,7
SH00020364,O0012568,S0105,W06,P00641,2025-11-10,2025-11-24,delivered,XPO,14
SH00020365,O0013997,S0164,W01,P00561,2025-12-29,,in_transit,DHL,1
SH00020366,O0017537,S0071,W06,P00114,2025-10-25,,in_transit,XPO,11
SH00020367,O0000174,S0195,W07,P00161,2025-09-26,2025-10-21,delivered,UPS,18
SH00020368,O0019091,S0135,W08,P00323,2025-10-27,2025-11-18,delivered,UPS,7
SH00020369,O0018158,S0129,W04,P00487,2025-09-28,2025-10-16,delivered,XPO,6
SH00020370,O0003061,S0014,W04,P00650,2025-09-12,2025-09-26,delayed,USPS,6
SH00020371,O0012222,S0145,W06,P00664,2025-12-08,2025-12-15,delivered,Maersk,17
SH00020372,O0007780,S0076,W04,P00105,2025-11-04,2025-12-05,delayed,FedEx,8
SH00020373,O0000270,S0175,W08,P00746,2025-10-28,2025-11-12,delivered,USPS,10
SH00020374,O0005050,S0114,W07,P00130,2025-12-26,2026-01-06,delivered,Maersk,9
SH00020375,O0006661,S0036,W03,P00584,2025-09-30,2025-10-25,delivered,Maersk,8
SH00020376,O0007559,S0027,W08,P00121,2026-01-15,,in_transit,XPO,24
SH00020377,O0015153,S0035,W06,P00425,2026-01-01,2026-01-27,delivered,FedEx,8
SH00020378,O0000248,S0145,W03,P00697,2026-01-06,2026-01-17,delivered,DHL,2
SH00020379,O0000077,S0125,W06,P00057,2025-12-09,2026-01-01,delayed,XPO,4
SH00020380,O0019959,S0008,W05,P00309,2025-11-21,2025-12-13,delivered,USPS,20
SH00020381,O0015894,S0059,W05,P00205,2025-10-07,2025-10-23,delivered,DHL,5
SH00020382,O0000529,S0153,W08,P00628,2025-10-22,2025-10-29,delivered,FedEx,9
SH00020383,O0009486,S0018,W08,P00086,2025-10-23,2025-11-16,delayed,DHL,17
SH00020384,O0000947,S0118,W02,P00281,2025-09-02,2025-09-25,delivered,Maersk,11
SH00020385,O0009728,S0132,W05,P00508,2025-11-05,2025-11-24,delivered,XPO,5
SH00020386,O0011449,S0182,W01,P00172,2025-12-04,2025-12-10,delivered,Maersk,12
SH00020387,O0005672,S0041,W06,P00315,2026-01-15,2026-01-21,delivered,UPS,12
SH00020388,O0017722,S0161,W07,P00043,2025-12-18,2026-01-02,delivered,UPS,17
SH00020389,O0001075,S0133,W02,P00527,2025-12-29,,in_transit,Maersk,13
SH00020390,O0013361,S0059,W01,P00116,2025-08-22,2025-09-06,delivered,USPS,10
SH00020391,O0018307,S0156,W02,P00308,2026-01-20,,in_transit,FedEx,8
SH00020392,O0001532,S0087,W06,P00437,2026-01-21,2026-02-08,delivered,XPO,4
SH00020393,O0014568,S0071,W01,P00353,2025-09-03,2025-09-16,delivered,Maersk,15
SH00020394,O0009204,S0065,W08,P00432,2025-11-03,2025-11-23,delivered,XPO,1
SH00020395,O0010558,S0148,W05,P00781,2025-10-08,2025-10-29,delivered,FedEx,18
SH00020396,O0012849,S0099,W01,P00798,2025-10-21,2025-10-26,delivered,XPO,19
SH00020397,O0003278,S0019,W06,P00651,2026-02-09,,in_transit,FedEx,12
SH00020398,O0002487,S0112,W07,P00339,2025-12-27,2026-01-16,delivered,DHL,1
SH00020399,O0007566,S0145,W02,P00697,2025-09-08,,in_transit,USPS,2
SH00020400,O0003532,S0048,W06,P00123,2026-01-03,2026-01-26,delivered,Maersk,19
SH00020401,O0011003,S0095,W07,P00389,2026-01-02,2026-01-06,delivered,DHL,6
SH00020402,O0001264,S0083,W06,P00158,2025-09-11,2025-10-04,delivered,Maersk,29
SH00020403,O0000870,S0035,W08,P00593,2026-01-25,2026-02-19,delivered,USPS,6
SH00020404,O0008065,S0155,W06,P00454,2025-09-27,2025-10-12,delayed,Maersk,15
SH00020405,O0015183,S0008,W06,P00004,2025-11-30,2025-12-17,delivered,FedEx,21
SH00020406,O0000770,S0099,W04,P00726,2025-10-02,2025-10-12,delivered,USPS,4
SH00020407,O0010189,S0033,W01,P00486,2025-11-06,2025-11-15,delivered,FedEx,20
SH00020408,O0011848,S0165,W08,P00426,2026-01-30,2026-02-14,delivered,UPS,5
SH00020409,O0006726,S0093,W04,P00260,2025-12-02,2025-12-19,delivered,XPO,10
SH00020410,O0016787,S0199,W08,P00658,2025-08-18,2025-09-01,delayed,USPS,3
SH00020411,O0014988,S0020,W06,P00711,2025-11-09,2025-11-19,delivered,DHL,13
SH00020412,O0013950,S0063,W07,P00656,2025-11-16,2025-11-27,delivered,FedEx,10
SH00020413,O0007441,S0116,W03,P00399,2025-08-21,2025-09-05,delivered,DHL,9
SH00020414,O0012318,S0056,W01,P00511,2026-01-06,,cancelled,FedEx,9
SH00020415,O0013194,S0073,W01,P00369,2025-09-28,2025-10-07,delivered,XPO,17
SH00020416,O0010438,S0146,W07,P00517,2025-11-27,2025-12-10,delivered,USPS,5
SH00020417,O0015141,S0167,W06,P00200,2025-12-22,2025-12-30,delivered,FedEx,18
SH00020418,O0008436,S0182,W07,P00090,2025-08-20,,cancelled,USPS,6
SH00020419,O0007430,S0176,W07,P00140,2025-09-16,2025-10-15,delayed,FedEx,12
SH00020420,O0014490,S0148,W02,P00476,2025-12-13,2026-01-03,delivered,USPS,11
SH00020421,O0001833,S0055,W08,P00699,2026-01-04,2026-01-13,delivered,FedEx,11
SH00020422,O0013633,S0036,W05,P00632,2025-09-01,,in_transit,Maersk,20
SH00020423,O0016228,S0043,W06,P00076,2026-02-12,2026-03-01,delivered,UPS,10
SH00020424,O0014113,S0049,W01,P00507,2025-09-20,2025-10-03,delivered,Maersk,13
SH00020425,O0004449,S0028,W04,P00760,2025-10-22,,in_transit,USPS,9
SH00020426,O0017243,S0017,W01,P00368,2025-10-08,2025-10-25,delivered,FedEx,14
SH00020427,O0018358,S0028,W08,P00078,2026-01-18,2026-02-06,delayed,Maersk,2
SH00020428,O0009882,S0180,W08,P00755,2025-08-29,,cancelled,UPS,11
SH00020429,O0011511,S0049,W02,P00539,2025-10-09,2025-10-26,delivered,Maersk,15
SH00020430,O0009294,S0023,W04,P00465,2025-11-19,2025-12-06,delivered,FedEx,16
SH00020431,O0018342,S0156,W01,P00226,2026-01-25,2026-02-08,delivered,UPS,5
SH00020432,O0017275,S0139,W01,P00203,2026-01-15,2026-01-22,delivered,DHL,6
SH00020433,O0009900,S0018,W05,P00296,2025-12-16,2026-01-07,delivered,DHL,17
SH00020434,O0000588,S0142,W08,P00714,2025-11-18,2025-11-28,delivered,DHL,4
SH00020435,O0014889,S0045,W08,P00570,2025-11-19,,in_transit,DHL,7
SH00020436,O0003613,S0004,W06,P00243,2025-09-07,2025-09-28,delivered,UPS,10
SH00020437,O0013412,S0028,W08,P00756,2025-11-11,2025-11-25,delivered,UPS,13
SH00020438,O0005260,S0141,W03,P00467,2025-11-27,2025-12-19,delivered,FedEx,4
SH00020439,O0014754,S0140,W04,P00754,2026-01-31,2026-02-21,delivered,DHL,31
SH00020440,O0008809,S0163,W01,P00156,2025-11-02,2025-11-20,delayed,Maersk,17
SH00020441,O0014836,S0166,W03,P00375,2025-11-29,2025-12-23,delivered,DHL,5
SH00020442,O0008257,S0116,W02,P00464,2025-11-22,2025-11-26,delivered,USPS,14
SH00020443,O0012046,S0127,W08,P00471,2026-02-12,2026-03-15,delivered,DHL,19
SH00020444,O0016822,S0021,W03,P00490,2026-02-08,2026-03-05,delivered,Maersk,6
SH00020445,O0011477,S0133,W03,P00543,2025-11-13,2025-12-01,delivered,Maersk,24
SH00020446,O0010136,S0135,W05,P00418,2025-11-04,2025-11-26,delivered,DHL,14
SH00020447,O0010445,S0026,W04,P00194,2025-10-08,,in_transit,UPS,19
SH00020448,O0002069,S0174,W07,P00322,2025-12-01,2025-12-16,delivered,Maersk,5
SH00020449,O0004209,S0055,W08,P00699,2025-12-31,2026-01-14,delivered,UPS,29
SH00020450,O0018985,S0067,W05,P00660,2026-01-19,2026-02-09,delivered,XPO,7
SH00020451,O0009657,S0199,W05,P00712,2025-12-07,2025-12-18,delivered,UPS,19
SH00020452,O0006817,S0169,W05,P00680,2026-01-04,2026-01-26,delivered,Maersk,9
SH00020453,O0011101,S0106,W04,P00292,2025-11-06,,in_transit,Maersk,5
SH00020454,O0017128,S0097,W06,P00752,2025-12-06,,in_transit,UPS,16
SH00020455,O0016866,S0197,W06,P00568,2025-09-19,2025-10-10,delayed,DHL,8
SH00020456,O0005498,S0179,W03,P00016,2025-11-25,2025-12-15,delivered,Maersk,18
SH00020457,O0011299,S0079,W06,P00106,2025-09-10,2025-09-23,delivered,Maersk,15
SH00020458,O0017227,S0034,W01,P00298,2026-01-24,2026-02-16,delivered,DHL,13
SH00020459,O0006035,S0115,W02,P00445,2025-08-31,2025-09-14,delivered,Maersk,6
SH00020460,O0009562,S0182,W04,P00090,2026-01-25,2026-02-04,delivered,UPS,4
SH00020461,O0015900,S0052,W04,P00392,2026-01-20,2026-02-13,delivered,DHL,15
SH00020462,O0002079,S0059,W08,P00205,2025-10-24,,in_transit,DHL,23
SH00020463,O0011115,S0130,W05,P00354,2026-02-10,2026-02-22,delivered,DHL,9
SH00020464,O0004748,S0099,W05,P00009,2025-11-27,2025-12-04,delivered,UPS,7
SH00020465,O0009436,S0005,W07,P00682,2026-01-11,2026-02-01,delivered,Maersk,6
SH00020466,O0014361,S0171,W01,P00037,2026-02-09,2026-02-23,delivered,XPO,12
SH00020467,O0005903,S0021,W04,P00285,2025-11-24,2025-12-18,delayed,UPS,17
SH00020468,O0000713,S0062,W02,P00135,2025-10-04,2025-10-07,delivered,XPO,19
SH00020469,O0013619,S0056,W08,P00511,2026-01-04,2026-01-06,delivered,Maersk,13
SH00020470,O0009700,S0150,W03,P00214,2025-10-02,2025-10-14,delivered,XPO,14
SH00020471,O0013204,S0098,W06,P00287,2026-01-26,2026-02-21,delivered,USPS,5
SH00020472,O0006155,S0155,W02,P00454,2026-02-07,2026-02-12,delivered,DHL,19
SH00020473,O0010997,S0117,W01,P00288,2025-10-05,2025-10-12,delivered,DHL,14
SH00020474,O0004531,S0079,W03,P00590,2025-08-21,2025-09-04,delivered,UPS,10
SH00020475,O0001499,S0008,W04,P00004,2025-12-20,2026-01-10,delivered,FedEx,5
SH00020476,O0005046,S0128,W02,P00328,2025-09-11,2025-10-04,delivered,XPO,13
SH00020477,O0006559,S0087,W02,P00310,2025-11-21,2025-12-10,delivered,USPS,11
SH00020478,O0012938,S0186,W03,P00059,2025-10-23,2025-11-15,delivered,UPS,24
SH00020479,O0012361,S0112,W07,P00339,2025-09-20,2025-10-05,delivered,USPS,11
SH00020480,O0011771,S0136,W04,P00619,2025-10-02,2025-10-22,delivered,Maersk,5
SH00020481,O0013704,S0142,W04,P00173,2025-10-18,2025-10-23,delivered,Maersk,6
SH00020482,O0018137,S0192,W08,P00234,2025-12-03,2025-12-16,delivered,DHL,13
SH00020483,O0004779,S0045,W03,P00570,2025-10-12,2025-11-05,delivered,Maersk,10
SH00020484,O0003826,S0032,W07,P00482,2025-09-12,2025-09-22,delivered,FedEx,23
SH00020485,O0017843,S0065,W08,P00432,2025-12-07,2025-12-31,delivered,XPO,16
SH00020486,O0001894,S0127,W03,P00471,2025-12-21,2026-01-15,delivered,Maersk,24
SH00020487,O0017210,S0076,W04,P00209,2026-01-05,2026-01-27,delivered,UPS,13
SH00020488,O0000466,S0185,W07,P00535,2026-02-06,2026-03-05,delivered,XPO,9
SH00020489,O0001283,S0132,W03,P00508,2026-02-06,2026-02-27,delivered,UPS,2
SH00020490,O0015855,S0019,W06,P00331,2025-08-27,2025-09-12,delivered,DHL,10
SH00020491,O0014957,S0182,W08,P00771,2025-10-14,2025-10-19,delivered,UPS,10
SH00020492,O0006927,S0158,W03,P00092,2025-11-05,2025-12-02,delivered,XPO,15
SH00020493,O0019492,S0066,W06,P00669,2025-12-31,2026-01-12,delivered,DHL,7
SH00020494,O0009850,S0014,W02,P00650,2025-09-04,2025-09-16,delivered,DHL,21
SH00020495,O0015504,S0145,W08,P00690,2025-10-27,2025-11-05,delivered,Maersk,27
SH00020496,O0015061,S0199,W05,P00129,2026-01-09,,in_transit,Maersk,18
SH00020497,O0005803,S0030,W07,P00163,2026-01-09,2026-01-28,delivered,Maersk,10
SH00020498,O0000894,S0097,W04,P00752,2026-02-03,,in_transit,DHL,8
SH00020499,O0009930,S0140,W02,P00261,2025-09-09,2025-10-09,delayed,FedEx,20
SH00020500,O0016143,S0090,W04,P00767,2025-09-02,2025-09-16,delivered,XPO,13
SH00020501,O0007540,S0186,W01,P00670,2025-11-05,2025-11-21,delivered,DHL,13
SH00020502,O0004811,S0119,W07,P00497,2025-12-05,2025-12-26,delivered,UPS,12
SH00020503,O0017887,S0141,W08,P00039,2025-10-05,2025-11-03,delivered,Maersk,7
SH00020504,O0017679,S0183,W02,P00395,2025-12-19,2025-12-23,delivered,FedEx,26
SH00020505,O0016017,S0137,W08,P00659,2026-01-15,2026-01-26,delivered,DHL,11
SH00020506,O0006908,S0163,W07,P00421,2025-12-17,2025-12-26,delivered,XPO,2
SH00020507,O0016627,S0145,W08,P00211,2025-08-16,2025-08-26,delivered,UPS,21
SH00020508,O0006619,S0114,W02,P00721,2025-09-29,2025-10-13,delivered,Maersk,21
SH00020509,O0011711,S0030,W08,P00335,2026-01-27,,in_transit,Maersk,6
SH00020510,O0010887,S0083,W05,P00094,2025-10-24,2025-11-17,delivered,UPS,19
SH00020511,O0008882,S0148,W08,P00223,2025-10-18,2025-11-10,delivered,DHL,21
SH00020512,O0012683,S0114,W06,P00130,2026-02-02,2026-02-19,delayed,Maersk,11
SH00020513,O0004769,S0027,W03,P00724,2026-02-09,2026-03-13,delivered,UPS,12
SH00020514,O0018992,S0033,W01,P00060,2025-09-12,2025-09-23,delivered,USPS,14
SH00020515,O0012110,S0158,W04,P00019,2025-10-20,,in_transit,DHL,18
SH00020516,O0012365,S0111,W05,P00723,2025-08-26,2025-09-19,delivered,Maersk,4
SH00020517,O0007890,S0004,W02,P00117,2026-01-14,2026-02-07,delivered,USPS,14
SH00020518,O0004062,S0141,W08,P00020,2025-09-20,2025-10-16,delivered,FedEx,13
SH00020519,O0010568,S0017,W04,P00286,2025-09-22,2025-10-17,delivered,USPS,8
SH00020520,O0009049,S0049,W03,P00539,2025-11-14,2025-11-25,delivered,USPS,26
SH00020521,O0004994,S0158,W02,P00626,2025-10-15,2025-11-10,delivered,DHL,16
SH00020522,O0016758,S0008,W05,P00450,2025-12-24,2026-01-12,delivered,FedEx,22
SH00020523,O0005084,S0020,W06,P00711,2026-02-02,2026-02-08,delivered,DHL,6
SH00020524,O0012915,S0154,W03,P00302,2026-01-06,2026-01-15,delivered,UPS,16
SH00020525,O0005118,S0129,W03,P00148,2025-11-02,2025-11-27,delayed,Maersk,1
SH00020526,O0010629,S0023,W06,P00465,2026-01-13,2026-02-07,delayed,DHL,20
SH00020527,O0017190,S0168,W03,P00290,2025-10-06,2025-10-31,delivered,FedEx,17
SH00020528,O0018314,S0016,W05,P00282,2025-12-13,2025-12-25,delivered,Maersk,16
SH00020529,O0009892,S0063,W07,P00656,2025-08-23,2025-09-05,delivered,DHL,10
SH00020530,O0004191,S0173,W03,P00201,2025-12-20,2025-12-27,delivered,UPS,19
SH00020531,O0005670,S0047,W01,P00383,2025-12-05,2025-12-21,delivered,Maersk,9
SH00020532,O0015724,S0065,W07,P00422,2025-09-10,2025-10-02,delivered,USPS,8
SH00020533,O0015010,S0171,W07,P00216,2026-02-01,2026-02-24,delivered,XPO,21
SH00020534,O0000364,S0154,W04,P00302,2025-10-06,2025-10-13,delivered,Maersk,6
SH00020535,O0001314,S0076,W08,P00238,2026-01-14,2026-02-05,delivered,DHL,5
SH00020536,O0001034,S0118,W08,P00787,2025-11-27,2025-12-13,delivered,USPS,17
SH00020537,O0007674,S0135,W08,P00419,2025-10-25,2025-11-19,delivered,USPS,10
SH00020538,O0005124,S0116,W02,P00503,2025-11-30,2025-12-15,delivered,USPS,22
SH00020539,O0004795,S0200,W03,P00479,2025-09-05,2025-09-27,delivered,FedEx,1
SH00020540,O0010323,S0195,W07,P00347,2025-10-05,2025-10-31,delivered,DHL,8
SH00020541,O0016075,S0143,W07,P00242,2026-01-09,2026-02-04,delivered,XPO,7
SH00020542,O0015430,S0076,W04,P00666,2025-11-09,2025-12-02,delivered,XPO,5
SH00020543,O0019617,S0106,W02,P00541,2025-09-02,2025-09-15,delivered,UPS,12
SH00020544,O0002943,S0142,W02,P00173,2025-11-20,2025-12-01,delivered,DHL,32
SH00020545,O0001501,S0145,W06,P00758,2025-12-16,2025-12-27,delivered,XPO,9
SH00020546,O0002339,S0059,W08,P00116,2025-12-22,2026-01-07,delivered,USPS,8
SH00020547,O0004307,S0118,W05,P00735,2026-02-08,2026-03-01,delivered,DHL,9
SH00020548,O0001283,S0132,W03,P00508,2026-02-07,2026-02-25,delivered,DHL,2
SH00020549,O0013555,S0020,W04,P00711,2025-09-02,,in_transit,FedEx,7
SH00020550,O0019266,S0129,W08,P00525,2025-11-13,2025-12-03,delivered,DHL,2
SH00020551,O0004092,S0174,W02,P00241,2026-01-02,,in_transit,XPO,1
SH00020552,O0019240,S0076,W03,P00105,2025-12-18,2026-01-09,delivered,XPO,12
SH00020553,O0011421,S0188,W02,P00499,2025-08-19,,in_transit,USPS,9
SH00020554,O0006628,S0192,W06,P00594,2025-11-03,2025-11-19,delivered,FedEx,7
SH00020555,O0009027,S0151,W05,P00274,2026-02-05,2026-02-24,delivered,FedEx,20
SH00020556,O0010446,S0129,W02,P00525,2026-02-01,2026-02-19,delivered,DHL,24
SH00020557,O0007653,S0077,W01,P00739,2025-12-12,2025-12-27,delayed,Maersk,14
SH00020558,O0001126,S0180,W08,P00695,2025-09-02,2025-09-17,delivered,FedEx,16
SH00020559,O0012726,S0178,W04,P00462,2025-09-27,2025-10-25,delivered,Maersk,17
SH00020560,O0004403,S0107,W07,P00320,2026-01-13,2026-01-19,delivered,DHL,16
SH00020561,O0019369,S0046,W05,P00702,2025-11-17,2025-11-30,delivered,USPS,17
SH00020562,O0004526,S0094,W04,P00782,2025-09-16,2025-09-29,delivered,USPS,3
SH00020563,O0018196,S0004,W07,P00579,2025-12-31,2026-01-24,delivered,Maersk,7
SH00020564,O0011239,S0069,W05,P00730,2025-12-25,2025-12-31,delivered,DHL,1
SH00020565,O0007011,S0199,W08,P00658,2025-09-12,,in_transit,UPS,1
SH00020566,O0006874,S0143,W05,P00523,2026-01-05,2026-01-26,delivered,FedEx,4
SH00020567,O0009074,S0028,W08,P00088,2026-01-24,2026-02-04,delivered,XPO,21
SH00020568,O0012493,S0020,W07,P00081,2025-12-18,2025-12-26,delivered,UPS,1
SH00020569,O0017828,S0119,W01,P00497,2025-10-13,2025-11-13,delivered,USPS,1
SH00020570,O0008501,S0175,W07,P00746,2025-09-15,2025-10-09,delivered,Maersk,12
SH00020571,O0000943,S0084,W04,P00065,2026-01-20,2026-01-23,delivered,FedEx,12
SH00020572,O0006012,S0082,W07,P00202,2025-10-27,2025-11-14,delivered,UPS,16
SH00020573,O0011109,S0094,W03,P00782,2025-12-29,2026-01-10,delivered,Maersk,11
SH00020574,O0001598,S0099,W04,P00453,2026-02-03,2026-02-13,delivered,FedEx,16
SH00020575,O0007664,S0021,W03,P00149,2026-01-06,,cancelled,USPS,9
SH00020576,O0016895,S0002,W01,P00564,2025-09-11,2025-09-24,delivered,XPO,6
SH00020577,O0016673,S0034,W01,P00271,2025-12-24,,in_transit,XPO,5
SH00020578,O0016349,S0095,W03,P00389,2026-01-17,2026-01-19,delivered,Maersk,2
SH00020579,O0014027,S0190,W02,P00773,2026-02-13,2026-02-23,delivered,UPS,19
SH00020580,O0016987,S0168,W02,P00290,2025-09-05,2025-09-29,delivered,USPS,1
SH00020581,O0009884,S0150,W05,P00245,2025-10-13,2025-10-20,delivered,Maersk,4
SH00020582,O0012844,S0158,W05,P00092,2025-08-30,2025-09-29,delivered,USPS,18
SH00020583,O0007982,S0112,W06,P00696,2025-08-30,2025-09-19,delivered,UPS,16
SH00020584,O0001332,S0070,W02,P00576,2025-10-12,2025-10-27,delayed,UPS,14
SH00020585,O0012448,S0177,W06,P00709,2026-01-01,2026-01-11,delivered,UPS,9
SH00020586,O0015773,S0177,W01,P00591,2025-10-20,2025-10-26,delivered,UPS,15
SH00020587,O0008595,S0125,W01,P00056,2025-11-22,2025-12-08,delivered,USPS,16
SH00020588,O0008052,S0100,W08,P00420,2025-11-01,2025-11-18,delivered,USPS,4
SH00020589,O0007202,S0102,W01,P00657,2025-12-30,2026-01-19,delivered,USPS,5
SH00020590,O0006695,S0185,W05,P00734,2025-10-11,2025-11-06,delivered,XPO,14
SH00020591,O0009035,S0158,W02,P00505,2025-10-04,2025-10-30,delivered,Maersk,11
SH00020592,O0002336,S0050,W05,P00017,2025-10-20,,cancelled,USPS,9
SH00020593,O0015281,S0077,W05,P00495,2026-01-24,2026-01-31,delivered,DHL,16
SH00020594,O0004660,S0147,W06,P00728,2026-01-28,2026-02-11,delivered,Maersk,1
SH00020595,O0019590,S0026,W04,P00195,2026-01-14,2026-02-11,delivered,XPO,13
SH00020596,O0016368,S0041,W04,P00315,2025-10-19,2025-10-26,delivered,Maersk,7
SH00020597,O0000924,S0157,W06,P00548,2025-09-09,,in_transit,DHL,1
SH00020598,O0003527,S0116,W01,P00464,2025-08-27,2025-09-10,delivered,XPO,14
SH00020599,O0008167,S0129,W05,P00391,2025-12-01,2025-12-26,delayed,Maersk,1
SH00020600,O0003091,S0155,W01,P00454,2025-10-28,2025-11-02,delivered,FedEx,10
SH00020601,O0005807,S0171,W08,P00300,2025-11-30,2025-12-19,delivered,XPO,17
SH00020602,O0009508,S0107,W04,P00400,2025-12-15,2025-12-20,delivered,DHL,9
SH00020603,O0011699,S0096,W06,P00295,2026-01-28,2026-02-06,delivered,DHL,17
SH00020604,O0017074,S0060,W05,P00633,2025-09-09,2025-09-28,delivered,UPS,8
SH00020605,O0002900,S0071,W07,P00270,2026-02-02,2026-02-18,delivered,Maersk,19
SH00020606,O0003313,S0132,W05,P00278,2026-01-24,2026-02-18,delivered,XPO,17
SH00020607,O0011979,S0036,W03,P00526,2026-01-22,2026-02-19,delivered,FedEx,10
SH00020608,O0018138,S0164,W03,P00447,2025-11-02,2025-11-11,delivered,DHL,7
SH00020609,O0009769,S0101,W04,P00061,2025-08-23,,in_transit,UPS,16
SH00020610,O0014072,S0004,W04,P00117,2025-09-09,2025-10-09,delayed,UPS,13
SH00020611,O0019950,S0095,W05,P00592,2025-10-07,2025-10-08,delivered,FedEx,12
SH00020612,O0001276,S0017,W03,P00368,2026-02-06,2026-02-21,delivered,Maersk,1
SH00020613,O0010401,S0181,W06,P00190,2025-09-12,2025-09-21,delivered,UPS,7
SH00020614,O0009282,S0123,W06,P00124,2025-10-05,2025-10-20,delivered,FedEx,20
SH00020615,O0000846,S0044,W06,P00729,2026-01-24,2026-02-05,delivered,UPS,18
SH00020616,O0000079,S0192,W02,P00234,2025-09-10,2025-09-23,delivered,Maersk,8
SH00020617,O0015023,S0146,W02,P00517,2025-08-18,2025-08-31,delivered,FedEx,12
SH00020618,O0015086,S0170,W05,P00544,2025-11-29,2025-11-30,delivered,USPS,11
SH00020619,O0007721,S0172,W03,P00058,2026-01-29,2026-02-07,delayed,XPO,12
SH00020620,O0009008,S0158,W01,P00446,2025-08-29,2025-09-26,delivered,Maersk,13
SH00020621,O0015502,S0030,W08,P00766,2025-12-05,2025-12-24,delivered,DHL,7
SH00020622,O0011012,S0090,W08,P00371,2026-02-06,2026-02-18,delivered,FedEx,11
SH00020623,O0001297,S0145,W05,P00690,2025-09-06,2025-09-19,delayed,Maersk,17
SH00020624,O0004607,S0183,W04,P00362,2025-11-27,2025-12-06,delivered,USPS,14
SH00020625,O0000853,S0199,W03,P00658,2025-09-07,2025-09-17,delivered,Maersk,13
SH00020626,O0006885,S0017,W07,P00286,2025-08-20,,in_transit,USPS,9
SH00020627,O0007817,S0190,W06,P00773,2026-01-26,,in_transit,FedEx,14
SH00020628,O0017025,S0068,W07,P00134,2025-10-02,2025-10-14,delivered,UPS,6
SH00020629,O0010449,S0177,W03,P00551,2025-12-03,2025-12-14,delivered,USPS,16
SH00020630,O0013243,S0148,W01,P00634,2025-12-19,2026-01-16,delivered,FedEx,3
SH00020631,O0005101,S0057,W03,P00228,2025-11-04,,in_transit,Maersk,8
SH00020632,O0007080,S0119,W02,P00775,2025-10-21,2025-11-14,delivered,Maersk,13
SH00020633,O0013586,S0145,W03,P00697,2026-01-04,2026-01-16,delivered,XPO,8
SH00020634,O0016304,S0163,W08,P00421,2025-10-21,2025-10-28,delivered,UPS,11
SH00020635,O0014845,S0048,W03,P00123,2025-09-30,2025-10-26,delivered,FedEx,19
SH00020636,O0006380,S0173,W03,P00607,2025-11-27,,in_transit,Maersk,8
SH00020637,O0011144,S0078,W05,P00653,2025-11-24,,cancelled,USPS,16
SH00020638,O0009305,S0010,W03,P00571,2025-11-25,2025-12-23,delivered,XPO,9
SH00020639,O0009747,S0084,W05,P00065,2026-02-01,2026-02-09,delivered,FedEx,10
SH00020640,O0004203,S0090,W05,P00371,2025-11-08,2025-11-19,delivered,USPS,17
SH00020641,O0007136,S0020,W06,P00342,2025-09-18,2025-09-27,delivered,FedEx,5
SH00020642,O0019654,S0026,W01,P00194,2025-12-23,2026-01-13,delivered,Maersk,1
SH00020643,O0000461,S0008,W01,P00208,2025-09-12,,in_transit,DHL,1
SH00020644,O0019377,S0151,W07,P00786,2025-09-24,,in_transit,Maersk,13
SH00020645,O0013701,S0158,W07,P00019,2025-09-05,2025-10-04,delivered,FedEx,10
SH00020646,O0007526,S0016,W04,P00589,2025-11-08,2025-11-13,delivered,Maersk,27
SH00020647,O0003701,S0165,W03,P00477,2025-11-07,2025-11-11,delivered,XPO,1
SH00020648,O0013875,S0115,W02,P00615,2026-01-17,2026-01-26,delivered,UPS,14
SH00020649,O0015074,S0034,W05,P00298,2025-09-18,2025-10-16,delivered,XPO,14
SH00020650,O0009190,S0018,W02,P00352,2025-11-23,2025-12-08,delivered,UPS,10
SH00020651,O0004461,S0071,W07,P00353,2025-10-13,2025-10-27,delivered,USPS,17
SH00020652,O0001377,S0040,W02,P00379,2025-12-08,2025-12-21,delivered,FedEx,11
SH00020653,O0008696,S0008,W07,P00004,2025-10-12,2025-10-31,delivered,Maersk,12
SH00020654,O0013001,S0089,W03,P00185,2026-01-27,2026-02-24,delivered,Maersk,10
